Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Location_2,Population,STATEFP,PLACEFP,PLACENS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NUMPOINTS
NS,Norfolk Southern Railway Company,2020,138348,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS13834820200626,20,6,,,,,,NS,Norfolk Southern Railway Company,138348,20,6,,26,6/26/2020,3:40 PM,4,Side collision,0,0,0,0,CHICAGO LINE,,,ELKHART,CD422.,18,IN,INDIANA,39,ELKHART,4,72,2,Day,1,Clear,2,Yard,1 LEAD,2,92,4,West,7,Yard/switching,Yes,BE24,5,Estimated,10,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,NS,4657,1,No,,,0,,,,No,2,0,0,0,0,1,0,0,0,0,8,0,29,0,0,0,0,0,0,0,69,23776,30975,H706,"Switch improperly lined, radio controlled",,,H706,"Switch improperly lined, radio controlled",1,0,0,0,,40,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.67736,-85.978495,BE26 PULLING WEST OUT OF GROUP 2 RAN INTO THE SIDE OF THE BE24 THAT WAS PULLING WEST OUT OF GROUP 1DUE TO THE YARDMASTER NOT LINING THE CORRECT ROUTE FOR THE BE24 TO TAKE HEADROOM ON THE EARLY BIRD.DERAILING 1 LOCOMOTIVE AND 1 EMPTY CAR WHICH RESULLTED IN APPROXIMATELY 800 GALLONS OF DIESEL FUEL BEING RELEASED.,Yard,2,1,1,3,NS138348202006,NS138348202006,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978495 41.67736),Elkhart city,"53,801",18,20728,2394653,1820728,1600000US1820728,Elkhart,Elkhart city,25,C1,Y,G4110,A,71878111,2495562,41.6915435,-85.962248,182
CSX,CSX Transportation,2020,188718,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00018871820200226,20,2,WC,WISCONSIN CENTRAL LTD.,1028505,20,2,IHB,Indiana Harbor Belt Railroad Company,2588,20,2,,26,2/26/2020,6:19 PM,1,Derailment,113,18,0,0,BARR,,,EAST CHICAGO,2,18,IN,INDIANA,89,LAKE,4,29,3,Dusk,6,Snow,1,Main,#1 MAIN,3,97,4,West,1,Freight Train,Yes,K160,37,Estimated,37,15590,1,Signaled,,Signal Indication,G,Interlocking,,,,,0,Not a remotely controlled operation,STAX,20687,76,Yes,,,0,No,0,0,No,2,0,0,0,1,0,0,0,0,0,113,0,0,0,0,18,0,0,0,0,2381526,277927,2962453,T201,Broken Rail - Bolt hole crack or break  [Desc.Changed-Refer to Current/Prev.Guides],,,T201,Broken Rail - Bolt hole crack or break  [Desc.Changed-Refer to Current/Prev.Guides],1,0,1,0,1,55,1,55,0,0,0,0,0,0,0,0,0,0,0,0,CWR,113-018-000,41.630078,-87.431968,"K16026 DERAILED OVER THE IHB DIAMOND. IHB DAMAGES: $3000.00 ;  WC DAMAGES: $300,000.00 ; CSX SUSTAINED $277,927 IN DAMAGES.",Main,3,1,1,1,IHB2588202002,CSX000188718202002,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,POINT (-87.431968 41.630078),East Chicago city,"25,968",18,19486,2394597,1819486,1600000US1819486,East Chicago,East Chicago city,25,C1,N,G4110,A,36544093,1789353,41.6481303,-87.4528847,74
CSX,CSX Transportation,2020,188718,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00018871820200226,20,2,WC,WISCONSIN CENTRAL LTD.,1028505,20,2,IHB,Indiana Harbor Belt Railroad Company,2588,20,2,,26,2/26/2020,6:19 PM,1,Derailment,113,18,0,0,BARR,,,EAST CHICAGO,2,18,IN,INDIANA,89,LAKE,4,29,3,Dusk,6,Snow,1,Main,#1 MAIN,3,97,4,West,1,Freight Train,Yes,K160,37,Estimated,37,15590,1,Signaled,,Signal Indication,G,Interlocking,,,,,0,Not a remotely controlled operation,STAX,20687,76,Yes,,,0,No,0,0,No,2,0,0,0,1,0,0,0,0,0,113,0,0,0,0,18,0,0,0,0,2381526,277927,2962453,T201,Broken Rail - Bolt hole crack or break  [Desc.Changed-Refer to Current/Prev.Guides],,,T201,Broken Rail - Bolt hole crack or break  [Desc.Changed-Refer to Current/Prev.Guides],1,0,1,0,1,55,1,55,0,0,0,0,0,0,0,0,0,0,0,0,CWR,113-018-000,41.630078,-87.431968,"K16026 DERAILED OVER THE IHB DIAMOND. IHB DAMAGES: $3000.00 ;  WC DAMAGES: $300,000.00 ; CSX SUSTAINED $277,927 IN DAMAGES.",Main,3,1,1,1,IHB2588202002,CSX000188718202002,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,POINT (-87.431968 41.630078),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
CSX,CSX Transportation,2019,186398,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00018639820191104,19,11,,,,,,CSX,CSX Transportation,186398,19,11,538992V,4,11/4/2019,2:39 AM,7,Hwy-rail crossing,0,0,0,0,INDIANAPOLIS LINE,,,MCCORDSVILLE,265.4,18,IN,INDIANA,59,HANCOCK,4,43,4,Dark,1,Clear,1,Main,#2 MAIN,4,31.8,4,West,1,Freight Train,Yes,Q217,20,Estimated,20,3920,1,Signaled,,Signal Indication,,,,,,,0,Not a remotely controlled operation,CSXT,3149,1,No,,,0,,,,No,1,0,0,1,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,11383,861,12244,M302,Highway user inattentiveness,,,M302,Highway user inattentiveness,1,0,1,0,6,30,6,30,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,39.916718,-85.881137,SEMI TRUCK WAS STUCK ON THE TRACKS PRIOR TO GATES COMING DOWN AND WAS STRUCK BY Q21702. AGE UNKNOWN.PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,Main,4,1,1,1,CSX000186398201911,CSX000186398201911,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-85.881137 39.916718),McCordsville town,"10,369",18,45648,2396744,1845648,1600000US1845648,McCordsville,McCordsville town,43,C1,N,G4110,A,21476632,151806,39.8973018,-85.9173801,1
GRW,Gary Railway Company,2012,19F071202,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GRW19F07120220120724,12,7,,,,,,GRW,Gary Railway Company,19F071202,12,7,,24,7/24/2012,8:56 AM,4,Side collision,0,0,0,0,GARY,,,GARY,,18,IN,INDIANA,89,LAKE,4,77,2,Day,3,Rain,4,Industry,7 CROSSOVER,1,,1,North,7,Yard/switching,Yes,HMRC,5,Estimated,5,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,GRW,320,1,No,,,0,,,,No,1,0,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,21098,2605,44801,H307,"Shoving movement, man on or at leading end of movement, failure to control",,,H307,"Shoving movement, man on or at leading end of movement, failure to control",1,0,0,0,2,26,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.614536,-87.32832,"ON 7-24-12 AT APPROXIMATELY 0856 TWO GRW HOT METAL REMOTE CONTROL ASSIGNMENTS COLLIDED NEXT TO #6 BLAST FURNACE JUST SOUTH OF THE NORTH #7 CROSSOVER SWITCH. THE 0630 HMRCL 11 ASSIGNMENT USING LOCOMOTIVE GRW 320 WAS IN THE PROCESS OF HANDLING THREE IRON LADLES FROM #6BF.   THE OPERATOR OF THE 0800 HMRCL 14 ASSIGNMENT WAS USING LOCOMOTIVE 317.  GRW 317 WAS SHOVING TWO EMPTY IRON LADLES (170 AND 191)SOUTH ON 5C LEAD AND WAS INSTRUCTED BY THE HOT METAL YARDMASTER TO STOP NORTH, CLEAR OF THE #7 CROSSOVER.  THE GRW 317 OPERATOR STATED THAT HE STOPPED NORTH CLEAR OF #7 CROSSOVER. HE THEN LINED BOTHTHE NORTH AND SOUTH CROSSOVER SWITCH FOR THE MOVEMENT OF THE GRW 320. HE THEN INFORMED THE GRW 320 OPERATOR THAT MOVEMENT WAS LINED THROUGH #7 CROSSOVER FOR THE GRW 320. WHILE STANDING NORTH OF THE SOUTH #7 CROSSOVER SWITCH THE GRW 317 OPERATOR STATED THAT HE THEN CONTINUED WITH MOVEMENT CLOSER TO THE CROSSOVER AND STOPPED. HE LOOKED AWAY AND THEN LOOKED BACK AND REALIZED HIS MOVEMENT WAS NOT STOPPED AND THAT HIS CONSIST WAS FOULING THE CROSS OVER.",Industry,1,3,3,3,GRW19F071202201207,GRW19F071202201207,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,GRW,Gary Railway Company,Transtar,POINT (-87.32832 41.614536),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
CSX,CSX Transportation,2014,128856,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00012885620140422,14,4,,,,,,CSX,CSX Transportation,128856,14,4,,22,4/22/2014,12:20 PM,1,Derailment,0,0,0,0,GARRETT,,,ST. JOE,116.7,18,IN,INDIANA,33,DE KALB,4,61,2,Day,1,Clear,1,Main,#2 MAIN,3,148.8,4,West,1,Freight Train,Yes,T912,33,Recorded,33,14088,1,Signaled,,Signal Indication,D,Automatic Block Signals System,,,,,0,Not a remotely controlled operation,ISGX,3149,62,Yes,ISGX,3149,62,Yes,,,No,2,0,0,0,0,0,0,0,0,0,109,0,0,0,0,14,0,0,0,0,227153,510000,737153,E59C,Other axle and journal bearing defects (CAR) (Provide detailed description in narrative),,,E59C,Other axle and journal bearing defects (CAR) (Provide detailed description in narrative),1,0,1,0,11,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.320226,-84.923299,"T91217 TRAVELING WESTBOUND ON #2 MAIN TRACK AT BI 116 DERAILED 14 CARS, TWO UPRIGHT AND TWELVE IN AGENERAL PILEUP. R-4 JOURNAL ON ISGX 3149 SHOWS FRESH COLD FRACTURE OF 50% OF AXLE WITH 50% OLD BREAKOR CASTING FLAW, AXLE AND JOURNAL SENT TO LABORATORY FOR ANALYSIS.",Main,3,1,1,1,CSX000128856201404,CSX000128856201404,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-84.923299 41.320226),St. Joe town,419,18,66834,2396897,1866834,1600000US1866834,St. Joe,St. Joe town,43,C1,N,G4110,A,868798,0,41.3146635,-84.9011151,2
CSX,CSX Transportation,2011,91878,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00009187820110715,11,7,,,,,,CSX,CSX Transportation,91878,11,7,,15,7/15/2011,8:51 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,73,2,Day,1,Clear,2,Yard,19 CLASS,1,0,3,East,6,Cut of cars,No,,0,Estimated,6,0,2,Not Signaled,,Other Than Main Track,Z,Other-Narrative Required,,,,,0,Not a remotely controlled operation,GACX,8972,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13402,H316,Manual intervention of classification yard automatic control system modes by operator,,,H316,Manual intervention of classification yard automatic control system modes by operator,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759222,-86.3539,HUMP YARDMASTER WAS IN HUMPING OPERATIONS WHEN THREE SINGLE CAR CUTS WERE GOING TO TRACK 19 CLASS AND STALLED IN THE FOUL. NEXT WAS A CUT OF 4 CARS TARGETED TO TRACK 21. THE 3 STALLED CARS SHOWED IN THE PRO YARD SYSTEM PRESENCE DETECTOR. THE YARDMASTER OVER ROAD THE SYSTEM AND ALLOWED THE CUT OF 4 CARS CONTINUE TOWARD TRACK 21 CLASS WITH 19 BEING IN THE FOUL OF 21 CLASS CAUSING THE CRGX 29006 TO CORNER THE GACX 8972.,Yard,1,1,1,1,CSX000091878201107,CSX000091878201107,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.3539 39.759222),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2011,91878,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00009187820110715,11,7,,,,,,CSX,CSX Transportation,91878,11,7,,15,7/15/2011,8:51 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,73,2,Day,1,Clear,2,Yard,19 CLASS,1,0,3,East,6,Cut of cars,No,,0,Estimated,6,0,2,Not Signaled,,Other Than Main Track,Z,Other-Narrative Required,,,,,0,Not a remotely controlled operation,GACX,8972,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13402,H316,Manual intervention of classification yard automatic control system modes by operator,,,H316,Manual intervention of classification yard automatic control system modes by operator,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759222,-86.3539,HUMP YARDMASTER WAS IN HUMPING OPERATIONS WHEN THREE SINGLE CAR CUTS WERE GOING TO TRACK 19 CLASS AND STALLED IN THE FOUL. NEXT WAS A CUT OF 4 CARS TARGETED TO TRACK 21. THE 3 STALLED CARS SHOWED IN THE PRO YARD SYSTEM PRESENCE DETECTOR. THE YARDMASTER OVER ROAD THE SYSTEM AND ALLOWED THE CUT OF 4 CARS CONTINUE TOWARD TRACK 21 CLASS WITH 19 BEING IN THE FOUL OF 21 CLASS CAUSING THE CRGX 29006 TO CORNER THE GACX 8972.,Yard,1,1,1,1,CSX000091878201107,CSX000091878201107,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.3539 39.759222),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
CSX,CSX Transportation,2016,157861,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00015786120160308,16,3,,,,,,CSX,CSX Transportation,157861,16,3,,8,3/8/2016,6:18 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,58,1,Dawn,2,Cloudy,2,Yard,4 CLASS,1,0,4,West,6,Cut of cars,No,,4,Estimated,4,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,CGOX,5018,1,Yes,,,0,,0,0,No,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13767,0,20767,H306,"Shoving movement, absence of man on or at leading end of movement",,,H306,"Shoving movement, absence of man on or at leading end of movement",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759791,-86.327526,EMPLOYEE WAS COUPLING TRACK 4 IN THE CLASS YARD. HE THEN STARTED TO SHOVE WEST DIDNT PROTECT HIS SHOVE AND SHOVED OUT OF THE WEST END OF TRACK 004. DURING THAT TIME CARS WERE CUT OFF ON THE HUMPED LINED FOR TRACK 8 SIDE SWIPED HIS CUT.,Yard,1,1,1,3,CSX000157861201603,CSX000157861201603,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791),Indianapolis city (balance),"880,621",18,36003,2395424,1836003,1600000US1836003,Indianapolis city (balance),Indianapolis city (balance),0,C8,Y,G4110,F,935028527,17916811,39.7766644,-86.1459355,202
CSX,CSX Transportation,2016,157861,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00015786120160308,16,3,,,,,,CSX,CSX Transportation,157861,16,3,,8,3/8/2016,6:18 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,58,1,Dawn,2,Cloudy,2,Yard,4 CLASS,1,0,4,West,6,Cut of cars,No,,4,Estimated,4,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,CGOX,5018,1,Yes,,,0,,0,0,No,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13767,0,20767,H306,"Shoving movement, absence of man on or at leading end of movement",,,H306,"Shoving movement, absence of man on or at leading end of movement",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759791,-86.327526,EMPLOYEE WAS COUPLING TRACK 4 IN THE CLASS YARD. HE THEN STARTED TO SHOVE WEST DIDNT PROTECT HIS SHOVE AND SHOVED OUT OF THE WEST END OF TRACK 004. DURING THAT TIME CARS WERE CUT OFF ON THE HUMPED LINED FOR TRACK 8 SIDE SWIPED HIS CUT.,Yard,1,1,1,3,CSX000157861201603,CSX000157861201603,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2016,157861,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00015786120160308,16,3,,,,,,CSX,CSX Transportation,157861,16,3,,8,3/8/2016,6:18 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,58,1,Dawn,2,Cloudy,2,Yard,4 CLASS,1,0,4,West,6,Cut of cars,No,,4,Estimated,4,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,CGOX,5018,1,Yes,,,0,,0,0,No,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13767,0,20767,H306,"Shoving movement, absence of man on or at leading end of movement",,,H306,"Shoving movement, absence of man on or at leading end of movement",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759791,-86.327526,EMPLOYEE WAS COUPLING TRACK 4 IN THE CLASS YARD. HE THEN STARTED TO SHOVE WEST DIDNT PROTECT HIS SHOVE AND SHOVED OUT OF THE WEST END OF TRACK 004. DURING THAT TIME CARS WERE CUT OFF ON THE HUMPED LINED FOR TRACK 8 SIDE SWIPED HIS CUT.,Yard,1,1,1,3,CSX000157861201603,CSX000157861201603,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
CSX,CSX Transportation,2012,103511,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00010351120120508,12,5,,,,,,CSX,CSX Transportation,103511,12,5,,8,5/8/2012,12:05 AM,12,Other impacts,9,1,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,70,4,Dark,2,Cloudy,2,Yard,270 NORTH HUMP,1,0,3,East,7,Yard/switching,Yes,Y396,2,Recorded,6,0,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,NATX,364451,17,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,4,0,0,35747,0,43747,H702,Switch improperly lined,,,H702,Switch improperly lined,1,0,0,0,1,35,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759222,-86.353899,"Y39707 WAS INSTRUCTED TO PULL TRACK R09 OUT OF THE SOUTH HUMP LEAD TO BE HUMPED. AFTER COMING EAST OFF THE NORTH HUMP LEAD AND WORKING HIS WAY BACK TO TRACK R09, THE Y39707 FAILED TO LINE THE CROSSOVER BACK FOR STRAIGHT TRACK MOVEMENT, WHICH WOULD HAVE ALLOWED HIM TO PULL HIS CUT OUT OF THE MIDDLE AND ONTO THE SOUTH HUMP LEAD. HIS ROUTE WAS INSTEAD LINED TO COME OFF THE MIDDLE TO THE NORTH HUMP LEAD. THE Y39607 WITH 47 CARS PULLED OUT THE NORTH AND WAS HUMPING IT OFF. THE Y39707 PULLED HIS CUT WEST TOWARDS THE HUMP LEADS, AND RAN INTO THE SIDE OF THE Y39607 DERAILING 4 CARS AND DAMAGING ENGINE2442.",Yard,1,1,1,3,CSX000103511201205,CSX000103511201205,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.353899 39.759222),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
